Cleanup Name,Location Address,City Name,State Code,Postal Code,County Name,EPA ID,Brownfields Link CSV,RCRA CSV,Superfund Link CSV,ECHO Link CSV,Response Link CSV,RE-Powering CSV,FRS Link CSV,Map Site CSV
SHELL CATALYSTS &TECHNOLOGIES,2840 WILLOW PASS ROAD,BAY POINT,CA,94565,CONTRA COSTA,CAD000094243,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAD000094243,,https://echo.epa.gov/detailed-facility-report?fid=110016742088,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110016742088,"https://map22.epa.gov/cimc/latLong&params=38.028333,-121.943056"
USEPA CENTRAL REGIONAL LAB,"536 S. CLARK ST., 10TH FLOOR",CHICAGO,IL,60605,COOK,ILN000509198,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0509198,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110017945713,"https://map22.epa.gov/cimc/latLong&params=41.875218,-87.630675"
VALSPAR CORPORATION,2104 EAST 18TH STREET         ,KANSAS CITY                                                 ,MO,64127,JACKSON                            ,MOD095830576,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:MOD095830576,,https://echo.epa.gov/detailed-facility-report?fid=110017976207,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110017976207,"https://map22.epa.gov/cimc/latLong&params=39.091029,-94.557514"
QUAKER WINDOW PRODUCTS CO,HWY. 63 S.                    ,FREEBURG                                                    ,MO,65035,OSAGE                              ,MOD006302277,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:MOD006302277,,https://echo.epa.gov/detailed-facility-report?fid=110017980130,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110017980130,"https://map22.epa.gov/cimc/latLong&params=38.308659,-91.920067"
"AES ENVIRONMENTAL, LLC",1689 SHAR CAL RD,CALVERT CITY,KY,42029,MARSHALL,KYD985073196,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:KYD985073196,,https://echo.epa.gov/detailed-facility-report?fid=110016951262,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110016951262,"https://map22.epa.gov/cimc/latLong&params=37.05739,-88.365982"
EAST BAY CAMP-CONFERENCE CENTER STP,RR 2,HUDSON,IL,61748,MCLEAN,ILD984806323,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:ILD984806323,,https://echo.epa.gov/detailed-facility-report?fid=110018116117,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110018116117,"https://map22.epa.gov/cimc/latLong&params=40.56159,-89.00396"
RHO CHEMICALS CO,30 INDUSTRY AVE,JOLIET,IL,60435,WILL COUNTY,ILD005178843,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:ILD005178843,,https://echo.epa.gov/detailed-facility-report?fid=110018289706,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110018289706,"https://map22.epa.gov/cimc/latLong&params=41.549509,-88.084507"
SAFETY-KLEEN CORP,728 MORSE AVE,SCHAUMBURG,IL,60193,COOK,ILD079749073,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:ILD079749073,,https://echo.epa.gov/detailed-facility-report?fid=110018338798,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110018338798,"https://map22.epa.gov/cimc/latLong&params=42.000294,-88.097424"
21ST CENTURY ENVIRONMENTAL MANAGEMENT OF NEVADA LLC,2095 NEWLANDS DR E,FERNLEY,NV,89408,LYON,NVD980895338,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:NVD980895338,,https://echo.epa.gov/detailed-facility-report?fid=110020509831,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110020509831,"https://map22.epa.gov/cimc/latLong&params=39.61028,-119.2031"
U.S. COAST GUARD BASE GALVESTON,1 FERRY RD,GALVESTON,TX,77553,GALVESTON,TX7690308377,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0603611,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110020515726,"https://map22.epa.gov/cimc/latLong&params=29.303333,-94.796667"
UNITED STATES COAST GUARD,2301 EAST FORT MACON ROAD,ATLANTIC BEACH,NC,28512,CARTERET,NC5690308262,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403184,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110018600423,"https://map22.epa.gov/cimc/latLong&params=34.698333,-76.74"
OUTERLIMITS POWERBOATS,47 GOODING AVE,BRISTOL,RI,02809,BRISTOL,RID050323260,,https://www.epa.gov/hwcorrectiveactionsites/epa-rcra-id-RID050323260,,https://echo.epa.gov/detailed-facility-report?fid=110021092501,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110021092501,"https://map22.epa.gov/cimc/latLong&params=41.6933,-71.27417"
EXPERT MANAGEMENT INC,3078 COUNTY RD 180,JOPLIN,MO,64801,JASPER,MOD077887909,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:MOD077887909,,https://echo.epa.gov/detailed-facility-report?fid=110024424014,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110024424014,"https://map22.epa.gov/cimc/latLong&params=37.09375,-94.382778"
DOW CHEMICAL-MIDLAND,THE DOW CHEMICAL COMPANY,MIDLAND,MI,48674,MIDLAND,MID000724724,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:MID000724724,,https://echo.epa.gov/detailed-facility-report?fid=110027360629,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110027360629,"https://map22.epa.gov/cimc/latLong&params=43.597206,-84.192636"
BAYER POLYMERS LLC,3801 W CHESTER PIKE,NEWTOWN SQUARE,PA,19073,DELAWARE,PAD046538211,,https://www.epa.gov/node/131337,,https://echo.epa.gov/detailed-facility-report?fid=110027372974,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110027372974,"https://map22.epa.gov/cimc/latLong&params=39.991724,-75.411331"
U S  ARMY WATERVLIET ARSENAL,1 BUFFINGTON ST. ATTN: AMSTA-WV-IMI-E,WATERVLIET,NY,12189,ALBANY,NY7213820940,,https://www.epa.gov/node/186841,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202976,https://echo.epa.gov/detailed-facility-report?fid=110022301463,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110022301463,"https://map22.epa.gov/cimc/latLong&params=42.719762,-73.708712"
LUKE WASTE ANNEX DRMO,7011 N EL MIRAGE RD,GLENDALE,AZ,85307,MARICOPA,AZN000905192,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0905192,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110027982280,"https://map22.epa.gov/cimc/latLong&params=,"
SYSTECH ENVIRONMENTAL CORP NATIONAL CEMENT CO,5 MILES N.E. OF I-5 OFF STATE RTE. 138,LEBEC,CA,93243,KERN,CAT080031628,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAT080031628,,https://echo.epa.gov/detailed-facility-report?fid=110028001178,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110028001178,"https://map22.epa.gov/cimc/latLong&params=34.818396,-118.75155"
SAFETY-KLEEN SYSTEMS,6529 MIDWAY ROAD,HALTOM CITY,TX,76117,TARRANT,TXD981053416,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TXD981053416,,https://echo.epa.gov/detailed-facility-report?fid=110028108535,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110028108535,"https://map22.epa.gov/cimc/latLong&params=32.7947,-97.24404"
VETERANS ADMINISTRATION HOSPITAL,1540 SPRING VALLEY DRIVE,HUNTINGTON,WV,25704,WAYNE,WV0360010284,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303798,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110028136773,"https://map22.epa.gov/cimc/latLong&params=38.377778,-82.516666"
KRATON CORPORATION,2419 STATE ROUTE 618,BELPRE,OH,45714,WASHINGTON,OHD004343117,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:OHD004343117,,https://echo.epa.gov/detailed-facility-report?fid=110030900997,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110030900997,"https://map22.epa.gov/cimc/latLong&params=39.281072,-81.637901"
ABBOTT LABS #0001,6765 S RIDGE,WICHITA,KS,67231,SEDGWICK,KSD981495567,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:KSD981495567,,https://echo.epa.gov/detailed-facility-report?fid=110024614103,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110024614103,"https://map22.epa.gov/cimc/latLong&params=37.571229,-97.425543"
FT CHAFFEE,BLDG 2033 1ST AVE,BARLING,AR,72923,SEBASTIAN,AR9210020187,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:AR9210020187,,https://echo.epa.gov/detailed-facility-report?fid=110025092334,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110025092334,"https://map22.epa.gov/cimc/latLong&params=35.299046,-94.285201"
AQUA TECH INC,140 SOUTH PARK ST,PORT WASHINGTON,WI,53074,OZAUKEE,WID066888017,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:WID066888017,,https://echo.epa.gov/detailed-facility-report?fid=110029023287,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110029023287,"https://map22.epa.gov/cimc/latLong&params=43.38587,-87.88154"
	NYU SOM LABS@VA NY HARBOR HEALTHCARE SYSTEM (MANHATTAN CAMPUS),423 E 23RD ST,NEW YORK,NY,10010,NEW YORK,NY6360010387,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202739,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110031361416,"https://map22.epa.gov/cimc/latLong&params=40.736525,-73.977683"
"U.S COAST GUARD SECTOR SAN DIEGO, CA",2710 N HARBOR DR,SAN DIEGO,CA,92101,SAN DIEGO,CAL000017096,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902478,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110031407172,"https://map22.epa.gov/cimc/latLong&params=32.728567,-117.183987"
USA LEXINGTON BLUE GRASS DEPOT ACTIVITY,HALEY RD,LEXINGTON,KY,40511,FAYETTE,KY0210020509,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:KY0210020509,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402226,https://echo.epa.gov/detailed-facility-report?fid=110025217673,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110025217673,"https://map22.epa.gov/cimc/latLong&params=38.075,-84.325"
US NAVY NAVAL AIR STATION NORTH ISLAND,MCCAIN BOULEVARD,SAN DIEGO,CA,92135,SAN DIEGO,CAR000019430,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAR000019430,,https://echo.epa.gov/detailed-facility-report?fid=110025232905,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110025232905,"https://map22.epa.gov/cimc/latLong&params=32.698333,-117.209444"
CHEMICAL POLLUTION CONTROL LLC,120 S 4TH ST,BAYSHORE,NY,11706,SUFFOLK,NYD082785429,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:NYD082785429,,https://echo.epa.gov/detailed-facility-report?fid=110024220430,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110024220430,"https://map22.epa.gov/cimc/latLong&params=40.761811,-73.290149"
THE BOEING COMPANY,3110 W LOMITA BLVD,TORRANCE,CA,90505,LOS ANGELES,CAR000160770,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAR000160770,,https://echo.epa.gov/detailed-facility-report?fid=110020888235,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110020888235,"https://map22.epa.gov/cimc/latLong&params=33.811469,-118.341017"
NAVFAC SOUTHERN DIVISION - CECIL FIELD,103RD ST AND NORMANDY BLVD,JACKSONVILLE,FL,32210,DUVAL,FL8572128587,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404778,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110025329026,"https://map22.epa.gov/cimc/latLong&params=27.846667,-82.521667"
PARKER RIVER NATIONAL WILDLIFE REFUGE HQDS,261 NORTHERN BLVD,PLUM ISLAND,MA,01950,ESSEX,MAD985277334,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0102054,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110020915580,"https://map22.epa.gov/cimc/latLong&params=42.811667,-70.875"
COAST GUARD STATION,101 COAST GUARD ROAD,CHARLEVOIX,MI,49720,CHARLEVOIX,MI1690308449,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0506500,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110020932721,"https://map22.epa.gov/cimc/latLong&params=45.315,-85.261667"
REFINED METALS CORPORATION,3700 SOUTH ARLINGTON ST,INDIANAPOLIS,IN,46203,MARION,IND000718130,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:IND000718130,,https://echo.epa.gov/detailed-facility-report?fid=110020964660,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110020964660,"https://map22.epa.gov/cimc/latLong&params=39.71541,-86.06359"
ME COASTAL SERVICES,601 DANFORTH ST,PORTLAND,ME,04102,CUMBERLAND,MED000604496,,https://www.epa.gov/hwcorrectiveactionsites/epa-rcra-id-MED000604496,,https://echo.epa.gov/detailed-facility-report?fid=110032745894,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110032745894,"https://map22.epa.gov/cimc/latLong&params=43.644508,-70.276646"
G T E PRODUCTS CORP,RTE 25,PARSONSFIELD,ME,04048,YORK,MED000840991,,https://www.epa.gov/hwcorrectiveactionsites/epa-rcra-id-MED000840991,,https://echo.epa.gov/detailed-facility-report?fid=110032745901,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110032745901,"https://map22.epa.gov/cimc/latLong&params=43.803889,-70.857222"
ROHM AND HAAS CHEMICALS LLC- CINCINNATI PLANT,2000 WEST STREET,CINCINNATI,OH,45215,HAMILTON,OHD000724138,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:OHD000724138,,https://echo.epa.gov/detailed-facility-report?fid=110035829547,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110035829547,"https://map22.epa.gov/cimc/latLong&params=39.234722,-84.437778"
CHEROKEE NF: BATTERY DUMP,3171 HWY 64,BENTON,TN,37307,POLK,TNN000404599,,,,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110032746474,"https://map22.epa.gov/cimc/latLong&params=35.103978,-84.631012"
DORE INDUSTRIAL INC,501  MORTON ST,BAY CITY,MI,48706,BAY,MID005359286,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:MID005359286,,https://echo.epa.gov/detailed-facility-report?fid=110032749275,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110032749275,"https://map22.epa.gov/cimc/latLong&params=43.57275,-83.91148"
LITTON SYSTEMS INC,1405 XENIUM LN,MINNEAPOLIS,MN,55441,HENNEPIN,MND020502407,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:MND020502407,,https://echo.epa.gov/detailed-facility-report?fid=110032749667,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110032749667,"https://map22.epa.gov/cimc/latLong&params=44.99488,-93.4512"
BROSKI BROTHERS INC,39TH BELMONT,KANSAS CITY,MO,64129,JACKSON,MOT300010972,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:MOT300010972,,https://echo.epa.gov/detailed-facility-report?fid=110032749792,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110032749792,"https://map22.epa.gov/cimc/latLong&params=39.054306,-94.512245"
"SOLVAY SPECIALTY POLYMERS USA, L.L.C.",17005 STATE ROUTE 7,MARIETTA,OH,45750,WASHINGTON,OHD981529688,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:OHD981529688,,https://echo.epa.gov/detailed-facility-report?fid=110038496712,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038496712,"https://map22.epa.gov/cimc/latLong&params=39.370495,-81.515306"
CHEVRON CHEMICAL COMPANY,940 HENSLEY ST.,RICHMOND,CA,94801,CONTRA COSTA,CAD043237486,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAD043237486,,https://echo.epa.gov/detailed-facility-report?fid=110038497837,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038497837,"https://map22.epa.gov/cimc/latLong&params=37.9456,-122.36923"
NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,100 BUREA DRIVE,GAITHERSBURG,MD,20899,MONTGOMERY,MD5131531811,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0304342,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110037102587,"https://map22.epa.gov/cimc/latLong&params=39.183333,-77.195"
EPA ENVIRONMENTAL RESEARCH LAB,COLLEGE STATION RD.,ATHENS,GA,30601,CLARKE,GA8680019983,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404788,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038657566,"https://map22.epa.gov/cimc/latLong&params=33.956667,-83.383333"
"NAVAL SUPPLY CENTER, ALAMEDA ANNEX",250 EXECUTIVE WAY,OAKLAND,CA,94625,ALAMEDA,CA4170090027,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CA4170090027,,https://echo.epa.gov/detailed-facility-report?fid=110032907166,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110032907166,"https://map22.epa.gov/cimc/latLong&params=37.803269,-122.320585"
SUNCOR ENERGY - DENVER REFINERY,5801 BRIGHTON BLVD.,COMMERCE CITY,CO,80022,ADAMS,COD060627189,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:COD060627189,,https://echo.epa.gov/detailed-facility-report?fid=110032913024,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110032913024,"https://map22.epa.gov/cimc/latLong&params=39.802789,-104.9475"
DECATUR CO/FORMER ITT-UP,DECATUR CO INDUSTRIAL PK,BAINBRIDGE,GA,31717,DECATUR,GAD048708572,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:GAD048708572,,https://echo.epa.gov/detailed-facility-report?fid=110032986151,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110032986151,"https://map22.epa.gov/cimc/latLong&params=30.9675,-84.633333"
SAFETY KLEEN SYSTEMS INC,751 ORCHARD LAKE RD,PONTIAC,MI,48341,OAKLAND,MID000722686,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:MID000722686,,https://echo.epa.gov/detailed-facility-report?fid=110032987739,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110032987739,"https://map22.epa.gov/cimc/latLong&params=42.625315,-83.314911"
R AND D CHEMICAL CO,TWP RD 235,MANSFIELD,OH,44904,MORROW,OHD080930050,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:OHD080930050,,https://echo.epa.gov/detailed-facility-report?fid=110032990903,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110032990903,"https://map22.epa.gov/cimc/latLong&params=40.635338,-82.672465"
MEW DATA ARMS (MDA),1120 S SPRING ST,KLAMATH FALLS,OR,97601,KLAMATH,ORD034595355,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:ORD034595355,,https://echo.epa.gov/detailed-facility-report?fid=110032991430,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110032991430,"https://map22.epa.gov/cimc/latLong&params=42.21779,-121.77389"
ROGERS DELINTED COTTONSEED COMPANY,US HIGHWAY 77,ROBSTOWN,TX,78380,NUECES,TXD980873160,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TXD980873160,,https://echo.epa.gov/detailed-facility-report?fid=110032992448,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110032992448,"https://map22.epa.gov/cimc/latLong&params=27.803333,-97.646667"
THE BOEING COMPANY - NASA AREA,5800 WOOLSEY CANYON ROAD,SIMI VALLEY,CA,93063,VENTURA,CA1800090010,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CA1800090010,,https://echo.epa.gov/detailed-facility-report?fid=110033145763,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110033145763,"https://map22.epa.gov/cimc/latLong&params=34.2367,-118.6676"
"THE BOEING COMPANY - SSFL 1,2,3,4",5800 WOOLSEY CANYON ROAD,SIMI VALLEY,CA,93063,VENTURA,CAD093365435,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAD093365435,,https://echo.epa.gov/detailed-facility-report?fid=110033145772,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110033145772,"https://map22.epa.gov/cimc/latLong&params=34.2367,-118.6676"
US COAST GUARD GROUP SAULT STE. MARIE,337 E WATER ST,SAULT SAINTE MARIE,MI,49783,CHIPPEWA,MIN000510265,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510265,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110033604035,"https://map22.epa.gov/cimc/latLong&params=46.499827,-84.340892"
GEM COUNTY SANITARY LANDFILL,WEST END OF DEWEY RD S,EMMETT,ID,83617,GEM,IDD984669986,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1001639,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110034129075,"https://map22.epa.gov/cimc/latLong&params=43.866667,-116.483333"
WEST COUNTY LANDFILL,1 PARR BLVD,RICHMOND,CA,94801,CONTRA COSTA,CAD041844002,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAD041844002,,https://echo.epa.gov/detailed-facility-report?fid=110034185637,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110034185637,"https://map22.epa.gov/cimc/latLong&params=37.966372,-122.392883"
OLD WILLISTON LANDFILL,ROUTE 1804 DUE E OF LITTLE MUDDY RIVER,WILLISTON,ND,58801,WILLIAMS,NDD980959555,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800528,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110037288388,"https://map22.epa.gov/cimc/latLong&params=48.145999,-103.593"
BIA-SAN CARLOS IRRIGATION PROJECT,HWY 280,COOLIDGE,AZ,85128,PINAL,AZD079013801,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0900606,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110037375541,"https://map22.epa.gov/cimc/latLong&params=32.975,-111.521667"
RECYCLED PRODUCTS,LOOP 36 NW,BRENHAM,TX,77833,WASHINGTON,TXD048901235,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TXD048901235,,https://echo.epa.gov/detailed-facility-report?fid=110034413230,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110034413230,"https://map22.epa.gov/cimc/latLong&params=30.183283,-96.418571"
SCHLUMBERGER WELL SERVICES PERFORATING AND TESTING,1129 FM 1776,FORT STOCKTON,TX,79735,PECOS,TXD987988318,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TXD987988318,,https://echo.epa.gov/detailed-facility-report?fid=110034584304,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110034584304,"https://map22.epa.gov/cimc/latLong&params=31.049614,-103.074936"
HOUSTON MEDICAL CENTER,2002 HOLCOMBE BLVD,HOUSTON,TX,77030,HARRIS,TX0000605392,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605392,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110035071686,"https://map22.epa.gov/cimc/latLong&params=,"
